/Users/joe-caozhi/Library/Python/3.9/lib/python/site-packages/gymnasium/envs/registration.py:519: DeprecationWarning: [33mWARN: The environment HalfCheetah-v4 is out of date. You should consider upgrading to version `v5`.[0m
  logger.deprecation(

======================================================================
  Multi-Seed Statistical Power Experiment
  Mode: quick | n_seeds=10
  Envs: ['HalfCheetah-v4']
  Algorithms: ['Standard_PPO', 'HCGAE_Imp12', 'HCGAE_Imp12_SCR']
  Total runs: 30
  Estimated time: ~2 min (5 min/run)
======================================================================

  [1/30] SKIP HalfCheetah-v4 Standard_PPO seed=1
  [2/30] SKIP HalfCheetah-v4 Standard_PPO seed=2
  [3/30] SKIP HalfCheetah-v4 Standard_PPO seed=3
  [4/30] SKIP HalfCheetah-v4 Standard_PPO seed=4
  [5/30] SKIP HalfCheetah-v4 Standard_PPO seed=5
  [6/30] SKIP HalfCheetah-v4 Standard_PPO seed=6
  [7/30] SKIP HalfCheetah-v4 Standard_PPO seed=7
  [8/30] SKIP HalfCheetah-v4 Standard_PPO seed=8

  [9/30] HalfCheetah-v4 | Standard_PPO | seed=9
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  225280/300000 [███████████████░░░░░]  75.1% | Eval=  425.5 Rec= 123.2 | VL=35.884 EV=+0.443 | ᾱ=0.083(±0.067) αmax=0.18 | c_mc=0.91 | bias=+3.500 var=21.916 SNR=0.105 | scr=0.647 ΔV=1.208 err_μ=9.559 err_ema=11.628 | δ:μ=-0.036 σ=5.378 r1=-0.45 | KL=0.0250 clip=0.33 |  2216fps   102s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  227328/300000 [███████████████░░░░░]  75.8% | Eval=  425.5 Rec= 127.2 | VL=80.622 EV=+0.040 | ᾱ=0.078(±0.065) αmax=0.17 | c_mc=0.88 | bias=-5.299 var=30.798 SNR=0.153 | scr=0.817 ΔV=1.576 err_μ=12.510 err_ema=11.672 | δ:μ=+0.060 σ=5.303 r1=-0.47 | KL=0.0264 clip=0.34 |  2218fps   102s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  235520/300000 [███████████████░░░░░]  78.5% | Eval=  530.9 Rec= 158.1 | VL=66.777 EV=+0.164 | ᾱ=0.074(±0.062) αmax=0.16 | c_mc=0.90 | bias=+9.949 var=31.804 SNR=0.252 | scr=0.940 ΔV=1.573 err_μ=13.465 err_ema=11.740 | δ:μ=-0.094 σ=5.039 r1=-0.45 | KL=0.0249 clip=0.33 |  2217fps   106s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  237568/300000 [███████████████░░░░░]  79.2% | Eval=  530.9 Rec= 167.1 | VL=84.284 EV=+0.098 | ᾱ=0.072(±0.058) αmax=0.16 | c_mc=0.89 | bias=-4.663 var=36.392 SNR=0.103 | scr=0.825 ΔV=1.412 err_μ=12.921 err_ema=11.799 | δ:μ=+0.046 σ=5.451 r1=-0.47 | KL=0.0310 clip=0.38 |  2220fps   107s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  245760/300000 [████████████████░░░░]  81.9% | Eval=  558.0 Rec= 194.6 | VL=66.716 EV=-0.087 | ᾱ=0.062(±0.052) αmax=0.14 | c_mc=0.86 | bias=+3.662 var=45.995 SNR=0.103 | scr=0.836 ΔV=1.145 err_μ=11.309 err_ema=11.898 | δ:μ=-0.050 σ=5.630 r1=-0.42 | KL=0.0272 clip=0.34 |  2219fps   111s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  247808/300000 [████████████████░░░░]  82.6% | Eval=  558.0 Rec= 202.9 | VL=76.439 EV=+0.112 | ᾱ=0.063(±0.053) αmax=0.14 | c_mc=0.88 | bias=-1.015 var=33.771 SNR=0.035 | scr=0.753 ΔV=1.189 err_μ=11.639 err_ema=11.885 | δ:μ=+0.010 σ=4.998 r1=-0.42 | KL=0.0291 clip=0.37 |  2221fps   112s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  256000/300000 [█████████████████░░░]  85.3% | Eval=  609.2 Rec= 234.2 | VL=69.708 EV=+0.387 | ᾱ=0.055(±0.046) αmax=0.13 | c_mc=0.89 | bias=-0.710 var=49.742 SNR=0.023 | scr=0.627 ΔV=1.004 err_μ=11.044 err_ema=11.945 | δ:μ=+0.006 σ=6.185 r1=-0.41 | KL=0.0294 clip=0.37 |  2218fps   115s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  258048/300000 [█████████████████░░░]  86.0% | Eval=  609.2 Rec= 255.1 | VL=68.524 EV=+0.053 | ᾱ=0.055(±0.044) αmax=0.12 | c_mc=0.87 | bias=-10.633 var=28.144 SNR=0.304 | scr=0.973 ΔV=1.180 err_μ=13.606 err_ema=12.028 | δ:μ=+0.107 σ=4.970 r1=-0.47 | KL=0.0304 clip=0.36 |  2221fps   116s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  266240/300000 [█████████████████░░░]  88.7% | Eval=  664.8 Rec= 278.9 | VL=118.239 EV=+0.173 | ᾱ=0.051(±0.043) αmax=0.12 | c_mc=0.88 | bias=-0.646 var=51.312 SNR=0.024 | scr=0.729 ΔV=1.152 err_μ=14.041 err_ema=12.595 | δ:μ=+0.012 σ=6.260 r1=-0.44 | KL=0.0291 clip=0.36 |  2218fps   120s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  268288/300000 [█████████████████░░░]  89.4% | Eval=  664.8 Rec= 297.4 | VL=85.021 EV=+0.077 | ᾱ=0.053(±0.042) αmax=0.11 | c_mc=0.88 | bias=-14.771 var=47.930 SNR=0.331 | scr=1.127 ΔV=1.377 err_μ=17.070 err_ema=12.819 | δ:μ=+0.153 σ=5.747 r1=-0.42 | KL=0.0321 clip=0.38 |  2221fps   121s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  276480/300000 [██████████████████░░]  92.2% | Eval=  701.9 Rec= 308.7 | VL=125.340 EV=+0.114 | ᾱ=0.048(±0.039) αmax=0.11 | c_mc=0.83 | bias=-3.368 var=60.321 SNR=0.078 | scr=0.763 ΔV=1.168 err_μ=15.413 err_ema=13.284 | δ:μ=+0.036 σ=6.809 r1=-0.44 | KL=0.0327 clip=0.38 |  2218fps   125s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  278528/300000 [██████████████████░░]  92.8% | Eval=  701.9 Rec= 317.3 | VL=88.420 EV=+0.076 | ᾱ=0.048(±0.039) αmax=0.11 | c_mc=0.84 | bias=-11.740 var=49.940 SNR=0.287 | scr=1.004 ΔV=1.200 err_μ=16.317 err_ema=13.436 | δ:μ=+0.133 σ=6.374 r1=-0.41 | KL=0.0308 clip=0.37 |  2221fps   125s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  286720/300000 [███████████████████░]  95.6% | Eval=  654.5 Rec= 369.0 | VL=79.375 EV=+0.099 | ᾱ=0.047(±0.039) αmax=0.10 | c_mc=0.86 | bias=-5.903 var=48.312 SNR=0.131 | scr=0.842 ΔV=0.957 err_μ=13.131 err_ema=13.687 | δ:μ=+0.064 σ=6.186 r1=-0.46 | KL=0.0328 clip=0.38 |  2215fps   129s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  288768/300000 [███████████████████░]  96.3% | Eval=  654.5 Rec= 374.8 | VL=84.238 EV=+0.046 | ᾱ=0.045(±0.038) αmax=0.10 | c_mc=0.86 | bias=-4.645 var=41.890 SNR=0.115 | scr=0.787 ΔV=0.930 err_μ=12.436 err_ema=13.625 | δ:μ=+0.051 σ=5.637 r1=-0.42 | KL=0.0347 clip=0.39 |  2213fps   130s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  296960/300000 [███████████████████░]  99.0% | Eval=  776.6 Rec= 432.5 | VL=79.008 EV=+0.021 | ᾱ=0.045(±0.038) αmax=0.10 | c_mc=0.88 | bias=-3.388 var=51.404 SNR=0.069 | scr=0.818 ΔV=0.872 err_μ=12.023 err_ema=13.708 | δ:μ=+0.030 σ=5.932 r1=-0.45 | KL=0.0339 clip=0.38 |  2202fps   135s
  [HCGAE_Imp12_s4    |①✓②✓③✗④✗⑤✗]  299008/300000 [███████████████████░]  99.7% | Eval=  776.6 Rec= 418.8 | VL=121.091 EV=+0.068 | ᾱ=0.046(±0.038) αmax=0.10 | c_mc=0.89 | bias=+9.873 var=56.354 SNR=0.215 | scr=0.898 ΔV=1.180 err_μ=16.374 err_ema=13.841 | δ:μ=-0.111 σ=5.673 r1=-0.43 | KL=0.0317 clip=0.38 |  2205fps   136s
  ✓ [HCGAE_Imp12_s4] 完成 | 耗时=136.3s | 最终=681.4 | 最高=776.6
  -> HCGAE_Imp12 HalfCheetah-v4 s4: 681.4 (136s)
     Running: mean=810.5 ± 162.1 (n=4)
  Saved -> results/MultiSeedPower/multiseed_summary_n10.json

  [15/30] HalfCheetah-v4 | HCGAE_Imp12 | seed=5
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]    2048/300000 [░░░░░░░░░░░░░░░░░░░░]   0.7% | Eval=    N/A Rec=-664.2 | VL=1381.055 EV=-0.005 | ᾱ=0.367(±0.214) αmax=0.70 | c_mc=1.00 | bias=+62.240 var=14.697 SNR=1.662 | scr=4.354 ΔV=25.415 err_μ=62.264 err_ema=4.063 | δ:μ=-0.657 σ=1.355 r1=-0.12 | KL=0.0088 clip=0.13 |  2575fps     1s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   10240/300000 [░░░░░░░░░░░░░░░░░░░░]   3.4% | Eval=  -10.8 Rec=-687.2 | VL=167.648 EV=-0.084 | ᾱ=0.299(±0.257) αmax=0.70 | c_mc=1.00 | bias=+12.257 var=18.442 SNR=0.199 | scr=0.916 ΔV=8.621 err_μ=16.619 err_ema=8.348 | δ:μ=-0.121 σ=7.271 r1=-0.45 | KL=0.0093 clip=0.14 |  2233fps     5s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   12288/300000 [░░░░░░░░░░░░░░░░░░░░]   4.1% | Eval=  -10.8 Rec=-672.1 | VL=181.904 EV=-0.022 | ᾱ=0.345(±0.262) αmax=0.70 | c_mc=1.00 | bias=-7.631 var=10.307 SNR=0.178 | scr=0.921 ΔV=8.801 err_μ=17.547 err_ema=8.808 | δ:μ=+0.084 σ=3.455 r1=-0.46 | KL=0.0084 clip=0.13 |  2199fps     6s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   20480/300000 [█░░░░░░░░░░░░░░░░░░░]   6.8% | Eval=   -9.2 Rec=-647.1 | VL=51.733 EV=+0.034 | ᾱ=0.298(±0.242) αmax=0.69 | c_mc=0.99 | bias=-2.642 var=8.630 SNR=0.094 | scr=0.769 ΔV=4.165 err_μ=8.617 err_ema=9.554 | δ:μ=+0.029 σ=5.723 r1=-0.41 | KL=0.0086 clip=0.13 |  1926fps    11s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   22528/300000 [█░░░░░░░░░░░░░░░░░░░]   7.5% | Eval=   -9.2 Rec=-641.7 | VL=27.487 EV=+0.190 | ᾱ=0.307(±0.250) αmax=0.69 | c_mc=0.99 | bias=-2.974 var=3.952 SNR=0.113 | scr=0.755 ΔV=3.273 err_μ=6.710 err_ema=9.412 | δ:μ=+0.047 σ=3.031 r1=-0.41 | KL=0.0112 clip=0.17 |  1932fps    12s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   30720/300000 [██░░░░░░░░░░░░░░░░░░]  10.2% | Eval=   -1.9 Rec=-563.8 | VL=213.269 EV=-1.842 | ᾱ=0.272(±0.237) αmax=0.63 | c_mc=0.91 | bias=+23.804 var=36.754 SNR=0.279 | scr=1.537 ΔV=15.294 err_μ=32.472 err_ema=10.403 | δ:μ=-0.228 σ=10.541 r1=-0.40 | KL=0.0097 clip=0.15 |  1981fps    16s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   32768/300000 [██░░░░░░░░░░░░░░░░░░]  10.9% | Eval=   -1.9 Rec=-561.5 | VL=46.043 EV=-0.105 | ᾱ=0.315(±0.259) αmax=0.68 | c_mc=1.00 | bias=+5.127 var=6.979 SNR=0.152 | scr=0.951 ΔV=4.684 err_μ=9.555 err_ema=10.361 | δ:μ=-0.054 σ=5.666 r1=-0.41 | KL=0.0119 clip=0.19 |  2015fps    16s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   40960/300000 [██░░░░░░░░░░░░░░░░░░]  13.7% | Eval=   71.1 Rec=-514.6 | VL=76.562 EV=-0.010 | ᾱ=0.292(±0.248) αmax=0.67 | c_mc=1.00 | bias=+0.326 var=11.184 SNR=0.003 | scr=0.771 ΔV=4.944 err_μ=10.126 err_ema=10.650 | δ:μ=+0.000 σ=5.223 r1=-0.43 | KL=0.0104 clip=0.16 |  2034fps    20s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   43008/300000 [██░░░░░░░░░░░░░░░░░░]  14.3% | Eval=   71.1 Rec=-501.3 | VL=27.464 EV=+0.252 | ᾱ=0.275(±0.224) αmax=0.67 | c_mc=1.00 | bias=-1.037 var=3.602 SNR=0.000 | scr=0.622 ΔV=3.165 err_μ=6.688 err_ema=10.452 | δ:μ=+0.010 σ=3.256 r1=-0.44 | KL=0.0104 clip=0.16 |  2057fps    21s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   51200/300000 [███░░░░░░░░░░░░░░░░░]  17.1% | Eval=  431.5 Rec=-490.5 | VL=90.390 EV=+0.078 | ᾱ=0.292(±0.241) αmax=0.66 | c_mc=1.00 | bias=+1.764 var=8.631 SNR=0.002 | scr=0.780 ΔV=5.317 err_μ=11.617 err_ema=9.946 | δ:μ=-0.013 σ=4.477 r1=-0.42 | KL=0.0107 clip=0.16 |  2071fps    25s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   53248/300000 [███░░░░░░░░░░░░░░░░░]  17.7% | Eval=  431.5 Rec=-466.9 | VL=82.755 EV=+0.154 | ᾱ=0.300(±0.252) αmax=0.65 | c_mc=1.00 | bias=-11.802 var=7.429 SNR=0.392 | scr=0.970 ΔV=6.892 err_μ=14.279 err_ema=10.163 | δ:μ=+0.128 σ=4.399 r1=-0.42 | KL=0.0121 clip=0.18 |  2089fps    25s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   61440/300000 [████░░░░░░░░░░░░░░░░]  20.5% | Eval=  263.3 Rec=-430.7 | VL=112.962 EV=-0.004 | ᾱ=0.270(±0.219) αmax=0.61 | c_mc=0.94 | bias=+1.738 var=17.295 SNR=0.040 | scr=0.809 ΔV=5.725 err_μ=13.583 err_ema=10.296 | δ:μ=-0.020 σ=5.981 r1=-0.36 | KL=0.0119 clip=0.18 |  2089fps    29s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   63488/300000 [████░░░░░░░░░░░░░░░░]  21.2% | Eval=  263.3 Rec=-428.3 | VL=54.718 EV=+0.050 | ᾱ=0.268(±0.223) αmax=0.61 | c_mc=0.95 | bias=+3.010 var=11.668 SNR=0.092 | scr=0.791 ΔV=4.117 err_μ=9.514 err_ema=10.257 | δ:μ=-0.039 σ=4.891 r1=-0.37 | KL=0.0121 clip=0.18 |  2102fps    30s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   71680/300000 [████░░░░░░░░░░░░░░░░]  23.9% | Eval=  138.0 Rec=-383.1 | VL=55.175 EV=+0.254 | ᾱ=0.243(±0.192) αmax=0.59 | c_mc=0.94 | bias=+0.325 var=8.207 SNR=0.009 | scr=0.632 ΔV=3.435 err_μ=8.476 err_ema=10.167 | δ:μ=-0.004 σ=3.383 r1=-0.37 | KL=0.0125 clip=0.19 |  2098fps    34s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   73728/300000 [████░░░░░░░░░░░░░░░░]  24.6% | Eval=  138.0 Rec=-384.4 | VL=26.966 EV=+0.296 | ᾱ=0.256(±0.209) αmax=0.57 | c_mc=0.92 | bias=-4.190 var=5.296 SNR=0.147 | scr=0.730 ΔV=3.054 err_μ=7.391 err_ema=10.028 | δ:μ=+0.033 σ=3.470 r1=-0.45 | KL=0.0144 clip=0.22 |  2111fps    35s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   81920/300000 [█████░░░░░░░░░░░░░░░]  27.3% | Eval=    6.9 Rec=-349.0 | VL=45.629 EV=+0.239 | ᾱ=0.234(±0.193) αmax=0.54 | c_mc=0.88 | bias=-3.334 var=11.970 SNR=0.091 | scr=0.717 ΔV=3.516 err_μ=9.225 err_ema=10.374 | δ:μ=+0.041 σ=5.450 r1=-0.42 | KL=0.0132 clip=0.20 |  2113fps    39s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   83968/300000 [█████░░░░░░░░░░░░░░░]  28.0% | Eval=    6.9 Rec=-341.5 | VL=32.470 EV=-7.202 | ᾱ=0.249(±0.217) αmax=0.53 | c_mc=0.87 | bias=+19.489 var=17.753 SNR=0.439 | scr=3.193 ΔV=9.341 err_μ=22.216 err_ema=10.966 | δ:μ=-0.211 σ=9.005 r1=-0.35 | KL=0.0134 clip=0.20 |  2126fps    39s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   92160/300000 [██████░░░░░░░░░░░░░░]  30.7% | Eval=  -66.0 Rec=-315.2 | VL=96.229 EV=+0.116 | ᾱ=0.260(±0.212) αmax=0.57 | c_mc=1.00 | bias=-6.747 var=15.765 SNR=0.154 | scr=0.826 ΔV=5.228 err_μ=12.785 err_ema=11.203 | δ:μ=+0.080 σ=5.252 r1=-0.42 | KL=0.0147 clip=0.21 |  2128fps    43s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]   94208/300000 [██████░░░░░░░░░░░░░░]  31.4% | Eval=  -66.0 Rec=-313.4 | VL=138.759 EV=+0.095 | ᾱ=0.226(±0.189) αmax=0.57 | c_mc=1.00 | bias=+5.439 var=17.074 SNR=0.101 | scr=0.694 ΔV=5.156 err_μ=12.772 err_ema=11.281 | δ:μ=-0.061 σ=5.222 r1=-0.45 | KL=0.0129 clip=0.19 |  2137fps    44s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  102400/300000 [██████░░░░░░░░░░░░░░]  34.1% | Eval=   -4.3 Rec=-297.8 | VL=98.498 EV=-0.034 | ᾱ=0.229(±0.196) αmax=0.54 | c_mc=1.00 | bias=+0.858 var=9.690 SNR=0.031 | scr=0.753 ΔV=4.575 err_μ=11.542 err_ema=11.611 | δ:μ=-0.011 σ=4.089 r1=-0.41 | KL=0.0160 clip=0.25 |  2138fps    48s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  104448/300000 [██████░░░░░░░░░░░░░░]  34.8% | Eval=   -4.3 Rec=-284.1 | VL=77.595 EV=-0.008 | ᾱ=0.243(±0.200) αmax=0.54 | c_mc=1.00 | bias=-0.818 var=19.350 SNR=0.029 | scr=0.816 ΔV=4.167 err_μ=11.010 err_ema=11.581 | δ:μ=+0.011 σ=5.744 r1=-0.43 | KL=0.0160 clip=0.24 |  2144fps    49s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  112640/300000 [███████░░░░░░░░░░░░░]  37.5% | Eval=  118.5 Rec=-260.8 | VL=71.384 EV=+0.090 | ᾱ=0.232(±0.188) αmax=0.51 | c_mc=1.00 | bias=-2.229 var=13.387 SNR=0.037 | scr=0.769 ΔV=3.747 err_μ=10.256 err_ema=11.327 | δ:μ=+0.011 σ=4.715 r1=-0.48 | KL=0.0165 clip=0.24 |  2137fps    53s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  114688/300000 [███████░░░░░░░░░░░░░]  38.2% | Eval=  118.5 Rec=-261.1 | VL=65.422 EV=-0.234 | ᾱ=0.219(±0.186) αmax=0.51 | c_mc=1.00 | bias=+10.216 var=12.539 SNR=0.299 | scr=1.031 ΔV=4.677 err_μ=12.540 err_ema=11.388 | δ:μ=-0.112 σ=4.562 r1=-0.43 | KL=0.0175 clip=0.25 |  2139fps    54s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  122880/300000 [████████░░░░░░░░░░░░]  41.0% | Eval=   63.8 Rec=-228.1 | VL=80.674 EV=+0.055 | ᾱ=0.213(±0.176) αmax=0.48 | c_mc=1.00 | bias=+4.046 var=16.405 SNR=0.107 | scr=0.783 ΔV=3.752 err_μ=10.835 err_ema=11.199 | δ:μ=-0.048 σ=5.033 r1=-0.44 | KL=0.0167 clip=0.24 |  2135fps    58s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  124928/300000 [████████░░░░░░░░░░░░]  41.6% | Eval=   63.8 Rec=-231.2 | VL=124.534 EV=-0.438 | ᾱ=0.216(±0.186) αmax=0.48 | c_mc=1.00 | bias=+12.975 var=22.239 SNR=0.284 | scr=1.127 ΔV=6.764 err_μ=19.081 err_ema=11.593 | δ:μ=-0.143 σ=5.871 r1=-0.39 | KL=0.0161 clip=0.24 |  2143fps    58s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  133120/300000 [████████░░░░░░░░░░░░]  44.4% | Eval=  104.4 Rec=-225.2 | VL=107.572 EV=+0.101 | ᾱ=0.202(±0.165) αmax=0.45 | c_mc=1.00 | bias=+0.805 var=22.341 SNR=0.025 | scr=0.765 ΔV=3.924 err_μ=12.478 err_ema=11.511 | δ:μ=-0.003 σ=5.194 r1=-0.44 | KL=0.0177 clip=0.25 |  2145fps    62s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  135168/300000 [█████████░░░░░░░░░░░]  45.1% | Eval=  104.4 Rec=-208.3 | VL=107.996 EV=+0.092 | ᾱ=0.213(±0.168) αmax=0.45 | c_mc=1.00 | bias=-6.674 var=20.509 SNR=0.121 | scr=0.869 ΔV=4.442 err_μ=14.070 err_ema=11.639 | δ:μ=+0.045 σ=5.417 r1=-0.47 | KL=0.0166 clip=0.24 |  2152fps    63s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  143360/300000 [█████████░░░░░░░░░░░]  47.8% | Eval=  200.1 Rec=-190.8 | VL=52.746 EV=+0.071 | ᾱ=0.186(±0.149) αmax=0.41 | c_mc=0.96 | bias=-1.384 var=19.060 SNR=0.051 | scr=0.784 ΔV=2.677 err_μ=9.317 err_ema=11.623 | δ:μ=+0.015 σ=5.691 r1=-0.50 | KL=0.0191 clip=0.28 |  2155fps    66s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  145408/300000 [█████████░░░░░░░░░░░]  48.5% | Eval=  200.1 Rec=-170.2 | VL=87.309 EV=+0.001 | ᾱ=0.186(±0.152) αmax=0.40 | c_mc=0.96 | bias=-7.783 var=24.607 SNR=0.194 | scr=0.924 ΔV=3.974 err_μ=13.799 err_ema=11.732 | δ:μ=+0.087 σ=5.317 r1=-0.45 | KL=0.0190 clip=0.27 |  2162fps    67s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  153600/300000 [██████████░░░░░░░░░░]  51.2% | Eval=  252.5 Rec=-118.7 | VL=64.182 EV=+0.023 | ᾱ=0.171(±0.141) αmax=0.37 | c_mc=0.94 | bias=+0.179 var=18.760 SNR=0.017 | scr=0.799 ΔV=2.719 err_μ=10.122 err_ema=12.220 | δ:μ=-0.010 σ=4.786 r1=-0.45 | KL=0.0192 clip=0.27 |  2164fps    71s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  155648/300000 [██████████░░░░░░░░░░]  51.9% | Eval=  252.5 Rec=-110.0 | VL=93.782 EV=+0.113 | ᾱ=0.166(±0.137) αmax=0.37 | c_mc=0.94 | bias=-4.517 var=23.188 SNR=0.099 | scr=0.792 ΔV=3.336 err_μ=12.708 err_ema=12.245 | δ:μ=+0.045 σ=4.783 r1=-0.46 | KL=0.0195 clip=0.28 |  2168fps    72s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  163840/300000 [██████████░░░░░░░░░░]  54.6% | Eval=  247.9 Rec= -66.9 | VL=240.981 EV=+0.218 | ᾱ=0.153(±0.130) αmax=0.34 | c_mc=0.92 | bias=-0.633 var=35.090 SNR=0.006 | scr=0.694 ΔV=4.903 err_μ=19.437 err_ema=12.661 | δ:μ=-0.004 σ=5.473 r1=-0.39 | KL=0.0199 clip=0.28 |  2165fps    76s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  165888/300000 [███████████░░░░░░░░░]  55.3% | Eval=  247.9 Rec= -52.8 | VL=46.601 EV=-0.233 | ᾱ=0.147(±0.120) αmax=0.33 | c_mc=0.91 | bias=-8.555 var=39.264 SNR=0.172 | scr=1.093 ΔV=2.726 err_μ=11.775 err_ema=12.616 | δ:μ=+0.090 σ=7.698 r1=-0.43 | KL=0.0203 clip=0.29 |  2170fps    76s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  174080/300000 [███████████░░░░░░░░░]  58.0% | Eval=  356.4 Rec= -30.0 | VL=173.025 EV=+0.134 | ᾱ=0.145(±0.117) αmax=0.31 | c_mc=0.95 | bias=-3.818 var=35.518 SNR=0.095 | scr=0.790 ΔV=3.774 err_μ=17.259 err_ema=12.862 | δ:μ=+0.047 σ=5.660 r1=-0.45 | KL=0.0205 clip=0.28 |  2169fps    80s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  176128/300000 [███████████░░░░░░░░░]  58.7% | Eval=  356.4 Rec= -12.5 | VL=96.028 EV=+0.046 | ᾱ=0.140(±0.114) αmax=0.31 | c_mc=0.94 | bias=-11.081 var=35.933 SNR=0.227 | scr=0.986 ΔV=3.345 err_μ=15.524 err_ema=12.995 | δ:μ=+0.112 σ=6.555 r1=-0.41 | KL=0.0207 clip=0.29 |  2174fps    81s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  184320/300000 [████████████░░░░░░░░]  61.4% | Eval=  319.6 Rec=  18.8 | VL=71.355 EV=+0.169 | ᾱ=0.120(±0.102) αmax=0.28 | c_mc=0.90 | bias=-0.522 var=20.976 SNR=0.008 | scr=0.707 ΔV=2.109 err_μ=10.565 err_ema=13.013 | δ:μ=-0.003 σ=4.832 r1=-0.42 | KL=0.0229 clip=0.31 |  2172fps    85s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  186368/300000 [████████████░░░░░░░░]  62.1% | Eval=  319.6 Rec=  16.1 | VL=54.251 EV=-0.057 | ᾱ=0.122(±0.104) αmax=0.27 | c_mc=0.90 | bias=-3.916 var=23.865 SNR=0.083 | scr=0.881 ΔV=2.037 err_μ=10.530 err_ema=12.889 | δ:μ=+0.030 σ=5.069 r1=-0.42 | KL=0.0222 clip=0.31 |  2174fps    86s
  [HCGAE_Imp12_s5    |①✓②✓③✗④✗⑤✗]  194560/300000 [████████████░░░░░░░░]  64.9% | Eval=  430.6 Rec=  48.3 | VL=88.271 EV=+0.162 | ᾱ=0.105(±0.089) αmax=0.25 | c_mc=0.88 | bias=-8.265 var=34.349 SNR=0.182 | scr=0.784 ΔV=2.290 err_μ=12.798 err_ema=12.806 | δ:μ=+0.083 σ=5.580 r1=-0.42 | KL=0.0236 clip=0.32 |  2167fps    90s
